year,month,Region,Electric Vehicle (EV) Total
2019,8,"Clallam, WA",332
2020,1,"San Juan, WA",0
2019,6,"Pinal, AZ",2
2018,5,"Manatee, FL",1
2020,1,"Wilson, TX",1
2023,1,"Alexandria, VA",4
2022,5,"Miami-Dade, FL",1
2021,5,"Goochland, VA",6
2018,4,"Lewis, WA",0
2023,2,"Kittitas, WA",6
2021,5,"Contra Costa, CA",6
2018,7,"Brevard, FL",1
2023,12,"Newport, RI",1
2023,12,"Richmond, NY",1
2021,7,"Lewis, WA",311
2020,2,"Lincoln, WA",13
2018,6,"Orange, CA",5
2018,9,"Hawaii, HI",1
2019,3,"Pend Oreille, WA",0
2022,10,"Rockdale, GA",1
2024,1,"Denton, TX",1
2019,6,"Multnomah, OR",10
2017,8,"Travis, TX",2
2021,7,"Ray, MO",1
2018,2,"Nantucket, MA",1
2020,11,"Snohomish, WA",6776
2020,7,"Franklin, WA",144
2020,11,"Orange, CA",7
2017,12,"Howard, MD",2
2021,6,"Garfield, WA",0
2023,11,"Mercer, NJ",1
2018,2,"Kitsap, WA",1134
2017,4,"Bexar, TX",1
2021,5,"Fresno, CA",1
2017,2,"Manatee, FL",1
2021,2,"Yakima, WA",320
2019,6,"Whatcom, WA",1280
2021,12,"Cowlitz, WA",437
2018,9,"Grant, WA",83
2017,4,"Marion, OR",1
2022,12,"St. Mary's, MD",1
2021,4,"Lee, FL",1
2018,10,"Maui, HI",2
2020,3,"Rogers, OK",1
2019,6,"RÃ­o Grande, PR",1
2018,2,"Klickitat, WA",52
2022,2,"Maricopa, AZ",11
2021,11,"Saratoga, NY",1
2021,7,"Norfolk, VA",6
2020,10,"Sacramento, CA",2
2023,2,"Middlesex, NJ",1
2022,12,"Whatcom, WA",26
2017,5,"Stevens, WA",31
2022,3,"Whitman, WA",133
2019,10,"Santa Fe, NM",1
2023,8,"Essex, NJ",2
2021,5,"Morris, NJ",1
2022,8,"Platte, MO",1
2023,6,"Fairfax, VA",10
2017,5,"El Paso, CO",3
2017,12,"Pinal, AZ",2
2020,5,"Arapahoe, CO",1
2020,12,"Washoe, NV",1
2019,10,"Frederick, MD",2
2017,7,"Saratoga, NY",2
2024,1,"Grant, WA",19
2018,10,"San Juan, WA",0
2019,11,"Yakima, WA",234
2022,4,"Kings, CA",3
2021,12,"Leavenworth, KS",1
2020,12,"Arlington, VA",2
2020,2,"Pinellas, FL",2
2021,12,"Las Animas, CO",1
2018,12,"Yakima, WA",0
2017,10,"Palm Beach, FL",2
2022,2,"Garfield, WA",0
2020,4,"Klickitat, WA",94
2020,11,"Ferry, WA",0
2023,9,"Laramie, WY",1
2018,12,"Klamath, OR",1
2022,12,"Virginia Beach, VA",1
2022,5,"Lewis, WA",405
2018,1,"Okanogan, WA",26
2020,4,"Clark, NV",6
2020,3,"Contra Costa, CA",5
2020,10,"Miami-Dade, FL",1
2020,11,"Lee, FL",1
2019,4,"Tulsa, OK",2
2021,3,"Harrison, MS",2
2020,7,"Deschutes, OR",3
2018,2,"Orleans, LA",1
2022,4,"Galveston, TX",1
2022,2,"Prince William, VA",3
2020,3,"Shelby, TN",1
2023,3,"St. Lawrence, NY",1
2023,10,"Spokane, WA",3980
2021,8,"Mason, WA",0
2022,3,"San Joaquin, CA",2
2021,10,"Norfolk, VA",6
2022,1,"Bell, TX",1
2021,6,"Arapahoe, CO",1
2020,5,"Benton, WA",0
2017,12,"Hawaii, HI",1
2020,4,"Stafford, VA",2
2019,10,"Washtenaw, MI",1
2019,12,"Klamath, OR",1
2021,9,"Hawaii, HI",1
2023,2,"James City, VA",1
2023,6,"Columbia, OR",1
2021,12,"Pierce, WA",6355
2019,2,"San Juan, WA",262
2018,12,"Collin, TX",2
2023,3,"Houston, GA",1
2023,10,"Laramie, WY",1
2021,12,"Mercer, NJ",1
2023,10,"Newport, RI",1
2021,12,"Marin, CA",2
2022,4,"New Haven, CT",2
2021,11,"Hamilton, OH",1
2021,1,"Kitsap, WA",2370
2023,10,"Skamania, WA",1
2017,1,"Klickitat, WA",42
2017,3,"Bexar, TX",3
2020,9,"Charles, MD",2
2021,10,"Collin, TX",2
2023,11,"Tooele, UT",1
2023,6,"Snohomish, WA",173
2022,2,"Whitman, WA",0
2020,7,"Dallas, TX",1
2019,12,"Collin, TX",3
2021,3,"Mason, WA",0
2021,5,"Stevens, WA",87
2017,6,"Dallas, TX",1
2021,5,"Eagle, CO",1
2023,2,"St. Mary's, MD",1
2020,4,"Chesapeake, VA",1
2020,7,"Island, WA",1
2020,8,"Sumter, FL",1
2018,9,"Yakima, WA",0
2017,5,"Pima, AZ",2
2019,12,"Douglas, NE",1
2020,7,"Douglas, WA",116
2022,2,"Grays Harbor, WA",359
2022,8,"Mason, WA",4
2021,4,"Ferry, WA",0
2018,3,"Ventura, CA",1
2024,1,"Lake, IN",1
2022,12,"Benton, WA",10
2018,11,"Grays Harbor, WA",0
2024,2,"Asotin, WA",70
2019,11,"Garfield, WA",0
2019,4,"King, WA",25145
2020,3,"Thurston, WA",1858
2020,9,"Monroe, IL",1
2019,3,"Bergen, NJ",1
2019,5,"Cascade, MT",1
2018,11,"El Paso, CO",4
2022,7,"Lincoln, WA",0
2024,1,"Richland, SC",1
2017,3,"Marin, CA",1
2019,6,"San Juan, WA",284
2022,5,"Benton, WA",2
2023,10,"Garfield, OK",1
2023,5,"Stafford, VA",4
2023,5,"Nassau, NY",2
2017,8,"Skagit, WA",252
2018,4,"Whitman, WA",44
2021,5,"Broward, FL",1
2018,10,"Douglas, WA",0
2019,5,"San Mateo, CA",3
2019,1,"Kitsap, WA",1536
2022,3,"King, WA",48618
2021,4,"Tulsa, OK",1
2018,6,"Kitsap, WA",1
2017,2,"Okanogan, WA",0
2020,5,"Douglas, WA",0
2020,9,"Virginia Beach, VA",1
2020,8,"Sedgwick, KS",2
2020,3,"Arlington, VA",2
2018,6,"Canyon, ID",1
2021,8,"Jefferson, NY",1
2018,1,"Wahkiakum, WA",2
2021,5,"Wahkiakum, WA",20
2022,3,"Benton, WA",1
2019,5,"Ferry, WA",0
2022,11,"Wilson, TX",1
2021,10,"Powhatan, VA",1
2019,9,"Ferry, WA",0
2018,12,"Sangamon, IL",1
2022,2,"Ferry, WA",0
2023,5,"Grant, WA",10
2017,4,"Cowlitz, WA",100
2020,11,"Wahkiakum, WA",12
2018,1,"Columbia, WA",3
2021,6,"Portsmouth, VA",1
2023,1,"Champaign, IL",1
2022,4,"Snohomish, WA",4
2020,6,"Spartanburg, SC",1
2022,7,"Broward, FL",1
2023,12,"Berkeley, SC",2
2021,2,"Kitsap, WA",2417
2020,4,"Washington, OR",1
2019,7,"Oklahoma, OK",1
2022,11,"Bryan, GA",1
2018,5,"Caddo, LA",1
2022,3,"Clallam, WA",1
2023,7,"Asotin, WA",0
2023,1,"Riverside, CA",7
2019,12,"Middlesex, MA",2
2023,4,"Spokane, WA",33
2021,5,"Lincoln, WA",0
2020,8,"Brevard, FL",1
2017,8,"Tulare, CA",1
2019,7,"Kitsap, WA",1
2020,7,"Franklin, WA",0
2023,12,"Kittitas, WA",576
2021,1,"Skagit, WA",760
2023,10,"Orange, CA",1
2021,6,"Vigo, IN",1
2023,10,"Lake, IN",1
2019,4,"Whatcom, WA",1216
2021,7,"Pacific, WA",99
2018,4,"Jefferson, NY",1
2023,11,"Saratoga, NY",2
2017,10,"Flathead, MT",1
2021,2,"Howard, IN",1
2020,7,"Island, WA",703
2023,12,"Orange, CA",9
2018,6,"Queens, NY",1
2024,1,"Moore, NC",1
2023,11,"Marin, CA",2
2023,3,"Marion, IA",1
2021,11,"Okanogan, WA",0
2022,12,"Kittitas, WA",5
2021,5,"Garfield, WA",2
2021,2,"Queens, NY",2
2017,5,"Lee, AL",1
2022,10,"Allegheny, PA",2
2018,10,"Cochise, AZ",1
2024,1,"Collin, TX",3
2023,10,"Island, WA",1701
2018,6,"Prince William, VA",5
2019,12,"Asotin, WA",0
2020,11,"Wichita, TX",1
2019,3,"Volusia, FL",1
2022,7,"Larimer, CO",1
2022,7,"Sevier, AR",1
2018,5,"Cowlitz, WA",133
2022,1,"Ada, ID",1
2023,1,"Fairfax, VA",10
2022,9,"Middlesex, NJ",1
2020,2,"Henrico, VA",1
2017,6,"King, WA",9
2020,9,"Sarasota, FL",2
2018,12,"Moore, NC",1
2019,8,"Collier, FL",1
2019,12,"Suffolk, MA",1
2018,10,"St. Mary's, MD",1
2022,10,"Stevens, WA",2
2022,11,"Washington, OR",1
2022,10,"Dallas, TX",1
2024,1,"Champaign, IL",1
2019,5,"Montgomery, PA",2
2017,10,"Thurston, WA",813
2022,10,"Montgomery, TN",1
2017,9,"Juneau, AK",1
2021,6,"Placer, CA",2
2023,7,"Yavapai, AZ",1
2018,4,"Monroe, IL",1
2019,8,"Norfolk, VA",4
2018,1,"Ferry, WA",0
2019,9,"Garfield, WA",0
2023,10,"Suffolk, VA",1
2018,10,"Eagle, CO",1
2023,12,"Albemarle, VA",2
2020,12,"Snohomish, WA",6881
2022,5,"Coryell, TX",1
2023,5,"Kent, DE",1
2017,11,"Charles, MD",1
2022,6,"Calvert, MD",2
2019,2,"Multnomah, OR",9
2020,11,"Maui, HI",2
2018,1,"Hamilton, IN",1
2023,11,"Montgomery, MD",8
2023,1,"Whitman, WA",3
2021,2,"Collin, TX",3
2019,8,"Kitsap, WA",1746
2021,7,"Calvert, MD",2
2019,9,"Carroll, NH",1
2022,9,"Montgomery, AL",1
2018,8,"Santa Rosa, FL",1
2021,10,"Greene, MO",1
2023,4,"Ray, MO",1
2020,9,"Ramsey, MN",1
2023,1,"Richland, SC",1
2019,5,"Twin Falls, ID",1
2018,11,"San Juan, WA",244
2017,6,"Adams, WA",5
2017,7,"Pacific, WA",0
2022,9,"Washington, MD",2
2020,5,"Los Angeles, CA",18
2024,1,"Chesapeake, VA",3
2020,9,"Pima, AZ",4
2023,1,"Travis, TX",2
2022,12,"Essex, MA",1
2019,3,"Ferry, WA",0
2021,1,"Columbia, WA",0
2022,7,"Orange, NC",1
2022,9,"Multnomah, OR",4
2023,5,"Cowlitz, WA",8
2022,1,"Okaloosa, FL",1
2021,8,"Monterey, CA",3
2018,7,"DuPage, IL",1
2023,1,"Charles, MD",2
2018,4,"Stevens, WA",34
2019,7,"Chelan, WA",0
2018,2,"Santa Fe, NM",1
2023,1,"Howard, MD",2
2017,6,"Orleans, LA",1
2021,3,"Grays Harbor, WA",281
2021,11,"Rogers, OK",1
2017,1,"Deschutes, OR",2
2022,1,"Dallas, TX",1
2018,12,"Santa Rosa, FL",1
2021,2,"Powhatan, VA",1
2023,8,"Yakima, WA",825
2021,7,"Los Angeles, CA",20
2019,3,"Maricopa, AZ",10
2022,9,"Howard, MD",2
2023,3,"San Bernardino, CA",4
2021,10,"Charleston, SC",3
2017,2,"Monterey, CA",1
2022,7,"Stevens, WA",126
2017,7,"Thurston, WA",768
2017,3,"Klickitat, WA",44
2020,11,"San Juan, WA",461
2020,9,"Ferry, WA",0
2020,11,"Prince George's, MD",3
2019,11,"Snohomish, WA",5647
2018,3,"Skagit, WA",327
2018,8,"Monterey, CA",1
2020,1,"Howard, MD",1
2023,12,"Wahkiakum, WA",54
2022,4,"Pulaski, MO",1
2018,4,"Clark, WA",1600
2018,3,"Walla Walla, WA",68
2019,6,"Lake, CA",1
2022,10,"Lewis, WA",2
2023,4,"Wahkiakum, WA",2
2019,11,"Berkshire, MA",1
2023,3,"Essex, MA",1
2017,10,"King, WA",8
2023,7,"Lewis, WA",559
2019,4,"El Paso, TX",3
2019,12,"Norfolk, VA",3
2017,5,"Utah, UT",1
2018,10,"Pierce, WA",0
2021,9,"Jefferson, WA",543
2017,12,"Fairfax, VA",5
2019,6,"Charleston, SC",1
2020,8,"Montgomery, AL",1
2018,12,"Manatee, FL",1
2017,9,"Maui, HI",1
2022,7,"San Diego, CA",26
2023,7,"Polk, OR",2
2017,9,"Saratoga, NY",2
2022,3,"Snohomish, WA",10022
2021,4,"Mason, WA",323
2018,6,"Shelby, TN",1
2023,4,"Goochland, VA",3
2019,4,"Stevens, WA",0
2019,7,"Alameda, CA",5
2023,2,"Miami-Dade, FL",1
2022,8,"Randolph, NC",1
2022,12,"Albemarle, VA",2
2021,2,"Kitsap, WA",0
2018,9,"Kitsap, WA",1
2021,10,"Thurston, WA",2720
2018,6,"Whitman, WA",47
2021,12,"Arlington, VA",1
2020,7,"Riverside, CA",4
2022,7,"Anchorage, AK",2
2021,11,"Spartanburg, SC",1
2019,2,"Frederick, MD",2
2021,6,"Cowlitz, WA",0
2023,2,"Okanogan, WA",2
2022,10,"Benton, WA",1351
2017,5,"San Juan, WA",142
2021,9,"Pend Oreille, WA",24
2018,10,"Skagit, WA",420
2023,3,"Adams, WA",34
2020,5,"Sacramento, CA",2
2023,5,"Moore, NC",1
2022,2,"Montgomery, TN",1
2022,9,"Richmond, NY",1
2023,7,"Bartow, GA",1
2019,9,"Lincoln, WA",12
2024,2,"Ferry, WA",0
2019,11,"Volusia, FL",1
2020,12,"Camden, NJ",1
2021,5,"El Paso, CO",3
2018,2,"Okanogan, WA",0
2021,12,"San Juan, WA",0
2023,9,"Clark, NV",7
2023,10,"Clark, WA",123
2021,1,"Spokane, WA",0
2018,12,"Wahkiakum, WA",0
2020,2,"Kittitas, WA",0
2017,3,"Lewis, WA",0
2023,5,"Lincoln, WA",0
2019,10,"Goochland, VA",4
2018,7,"Latah, ID",1
2020,11,"Hennepin, MN",2
2021,12,"New Haven, CT",2
2020,2,"Carroll, NH",1
2022,7,"Mercer, NJ",1
2022,4,"Eagle, CO",1
2022,12,"Lewis, WA",452
2021,10,"Asotin, WA",0
2023,5,"Montgomery, MD",8
2021,10,"New Haven, CT",2
2022,7,"Penobscot, ME",1
2023,5,"Dallas, TX",1
2019,1,"Santa Cruz, CA",1
2021,8,"Adams, WA",0
2023,5,"Sarasota, FL",1
2022,9,"Newport, RI",1
2023,2,"Williamson, TX",2
2023,4,"Sacramento, CA",1
2020,6,"Larimer, CO",1
2020,10,"Pierce, WA",4399
2020,6,"Okanogan, WA",69
2021,6,"Fairfax, VA",9
2022,9,"Sarasota, FL",1
2022,3,"Ray, MO",1
2020,6,"Wilson, TX",1
2018,9,"Clallam, WA",251
2018,1,"Chelan, WA",0
2023,9,"St. Louis, MO",1
2019,7,"Wilson, TX",1
2022,3,"Williams, ND",1
2020,3,"Loudoun, VA",1
2021,7,"Kauai, HI",1
2023,2,"Benton, WA",1506
2018,7,"Stevens, WA",0
2020,8,"Stevens, WA",0
2020,10,"Jefferson, NY",1
2017,7,"New London, CT",1
2023,7,"Pacific, WA",4
2023,5,"Jefferson, NY",3
2018,6,"San Mateo, CA",2
2022,10,"Saratoga, NY",1
2017,12,"Clark, WA",1424
2017,7,"Okanogan, WA",0
2020,11,"Kauai, HI",1
2018,7,"Pierce, WA",2456
2023,2,"Riverside, CA",7
2022,2,"San Luis Obispo, CA",1
2020,12,"Orange, FL",1
2022,9,"Autauga, AL",1
2018,2,"Prince George, VA",1
2021,4,"Putnam, TN",1
2021,2,"Whitman, WA",99
2021,11,"San Diego, CA",24
2021,1,"Walla Walla, WA",0
2019,10,"Harrison, MS",1
2021,9,"Washington, MD",2
2019,2,"Lee, FL",1
2021,12,"Burlington, NJ",1
2023,2,"Columbia, OR",1
2019,9,"Lincoln, WA",0
2023,7,"Grant, WA",12
2017,11,"Orange, CA",4
2022,11,"St. Lawrence, NY",1
2022,5,"Larimer, CO",1
2019,1,"Valencia, NM",1
2023,2,"Stevens, WA",156
2021,4,"Wichita, TX",1
2022,5,"Pacific, WA",0
2024,1,"Muscogee, GA",1
2018,5,"Adams, WA",0
2019,7,"Broward, FL",3
2020,2,"Kittitas, WA",143
2023,5,"Okanogan, WA",186
2021,12,"Norfolk, VA",6
2021,10,"Anne Arundel, MD",4
2017,5,"Kittitas, WA",0
2024,1,"Benton, WA",37
2019,4,"Klickitat, WA",0
2021,12,"Maricopa, AZ",13
2019,11,"Owyhee, ID",1
2018,8,"Kitsap, WA",1316
2021,10,"Lewis, WA",0
2019,1,"Grant, WA",0
2017,5,"Gwinnett, GA",1
2021,8,"Carroll, MD",1
2022,7,"Wood, OH",1
2020,10,"Washoe, NV",1
2023,7,"Richmond, NY",1
2017,7,"Lake, CA",1
2021,5,"Saginaw, MI",1
2022,12,"Las Animas, CO",1
2017,3,"Spokane, WA",1
2017,11,"Honolulu, HI",4
2020,1,"Chesapeake, VA",1
2023,3,"Hawaii, HI",1
2021,5,"Randolph, NC",1
2017,10,"DeKalb, IN",1
2024,1,"Chelan, WA",48
2017,10,"Walla Walla, WA",56
2021,8,"Stevens, WA",0
2020,4,"Cumberland, NC",2
2017,1,"Columbia, WA",0
2019,12,"Yakima, WA",231
2022,3,"Lincoln, WA",25
2019,4,"Norfolk, MA",1
2022,1,"Los Angeles, CA",15
2021,10,"Alexandria, VA",3
2017,10,"Nassau, NY",2
2022,12,"Nassau, NY",2
2022,2,"Randolph, NC",1
2023,3,"Louisa, VA",1
2017,4,"Yakima, WA",92
2022,10,"Asotin, WA",45
2023,9,"Wahkiakum, WA",4
2018,2,"Jefferson, NY",1
2020,7,"St. Louis, MO",1
2019,8,"San Mateo, CA",3
2020,11,"Dallas, IA",1
2020,11,"Owyhee, ID",1
2023,4,"Larimer, CO",1
2020,3,"Carson City, NV",1
2020,10,"Snohomish, WA",6644
2020,10,"Adams, WA",0
2017,3,"Skamania, WA",0
2023,9,"Garfield, OK",1
2022,12,"Wichita, TX",2
2023,7,"Pima, AZ",1
2022,7,"Essex, MA",1
2019,6,"Kitsap, WA",1654
2023,2,"Wahkiakum, WA",40
2017,11,"Adams, WA",0
2018,10,"Fresno, CA",1
2021,1,"Hawaii, HI",1
2022,2,"Carroll, MD",1
2020,2,"Skamania, WA",46
2020,11,"Douglas, WA",0
2021,11,"Richland, SC",2
2019,4,"Cook, IL",1
2019,1,"Hardin, KY",1
2018,10,"Howard, MD",1
2021,9,"Boone, MO",1
2022,12,"Gwinnett, GA",1
2023,10,"Miami-Dade, FL",1
2018,12,"Washtenaw, MI",1
2019,3,"Larimer, CO",1
2023,7,"Lincoln, OR",1
2021,6,"Kitsap, WA",2707
2017,7,"Riverside, CA",2
2023,1,"Lewis, WA",2
2020,12,"Clackamas, OR",3
2019,11,"Guadalupe, TX",1
2018,9,"Mason, WA",0
2019,2,"Douglas, WA",87
2018,6,"Skamania, WA",20
2021,5,"Tarrant, TX",1
2022,4,"Montgomery, MD",6
2023,12,"Yuba, CA",1
2021,10,"Sarasota, FL",2
2019,1,"Marion, OR",1
2020,11,"El Paso, TX",3
2020,3,"San Joaquin, CA",1
2018,11,"Twin Falls, ID",1
2019,5,"Mason, WA",0
2019,8,"Jefferson, WA",0
2019,5,"Monterey, CA",1
2020,6,"Salt Lake, UT",1
2020,9,"Washtenaw, MI",2
2022,6,"St. Clair, IL",1
2019,5,"Valencia, NM",1
2019,11,"Collin, TX",3
2022,4,"Portsmouth, VA",1
2019,12,"Chelan, WA",0
2022,5,"Whatcom, WA",5
2017,9,"Stevens, WA",0
2024,1,"Madison, IL",1
2022,2,"Orange, NC",1
2019,3,"Whitman, WA",68
2017,6,"Gwinnett, GA",1
2019,5,"Fresno, CA",1
2018,10,"Montgomery, TX",2
2023,4,"Santa Cruz, CA",1
2017,8,"Stevens, WA",0
2018,5,"Garfield, WA",2
2021,11,"Ulster, NY",1
2022,2,"Lee, FL",1
2020,12,"Howard, MD",1
2017,5,"Montgomery, PA",1
2019,2,"Carson City, NV",1
2017,9,"Skamania, WA",17
2019,6,"Nantucket, MA",1
2021,11,"Contra Costa, CA",5
2021,10,"Geary, KS",1
2019,8,"Franklin, WA",123
2022,11,"Lewis, WA",438
2021,10,"Sumter, SC",1
2017,12,"Madison, ID",1
2017,9,"Morris, NJ",1
2023,5,"Washington, MD",2
2022,7,"Pacific, WA",135
2020,2,"Wahkiakum, WA",10
2018,1,"Hawaii, HI",1
2019,3,"Manassas, VA",1
2023,2,"Lake, FL",1
2022,6,"Pierce, WA",7367
2020,2,"Whitman, WA",90
2017,6,"Clark, NV",4
2021,9,"Prince William, VA",3
2023,9,"York, VA",1
2023,12,"Rock Island, IL",1
2023,5,"Lee, AL",1
2017,8,"Dale, AL",1
2018,11,"Mecklenburg, NC",1
2022,1,"Pinellas, FL",1
2021,10,"Kings, CA",2
2019,6,"Whitman, WA",77
2017,3,"Norfolk, VA",2
2020,12,"Tarrant, TX",1
2020,8,"St. Mary's, MD",1
2023,7,"Arlington, VA",1
2021,1,"DuPage, IL",5
2019,11,"Lake, CA",1
2021,12,"Franklin, WA",0
2019,10,"Grays Harbor, WA",190
2018,9,"Sedgwick, KS",1
2018,12,"Spokane, WA",1
2022,5,"Lewis, WA",0
2020,2,"Pend Oreille, WA",0
2018,12,"Hardin, KY",1
2020,9,"Fairbanks North Star, AK",1
2023,9,"Douglas, NE",2
2020,10,"Maricopa, AZ",14
2022,1,"Maui, HI",1
2019,5,"Randolph, NC",1
2021,9,"Henrico, VA",1
2021,1,"Sumter, FL",1
2018,8,"Sacramento, CA",1
2022,9,"Kern, CA",2
2017,12,"Lee, AL",1
2019,9,"Sarasota, FL",1
2021,5,"King, WA",7
2018,6,"Klickitat, WA",55
2020,11,"Leavenworth, KS",1
2022,8,"Hillsborough, FL",3
2020,10,"El Paso, TX",3
2022,11,"Sacramento, CA",4
2020,6,"Klamath, OR",1
2020,7,"Suffolk, MA",2
2017,10,"Douglas, WA",68
2021,3,"Collin, TX",3
2021,10,"Carroll, MD",1
2020,11,"Sarasota, FL",2
2022,6,"Hamilton, IN",1
2021,11,"Stevens, WA",0
2023,10,"Mercer, NJ",1
2019,9,"Harris, TX",2
2023,3,"Sonoma, CA",4
2022,4,"Hennepin, MN",3
2020,5,"Thurston, WA",0
2022,12,"San Juan, WA",8
2022,2,"Sedgwick, KS",2
2018,2,"Monterey, CA",2
2022,3,"District of Columbia, DC",3
2024,1,"Anchorage, AK",1
2019,12,"Benton, WA",0
2020,3,"Skamania, WA",0
2022,2,"Lincoln, WA",24
2020,10,"Fulton, GA",3
2017,11,"Flathead, MT",1
2019,10,"Snohomish, WA",5578
2019,2,"King, WA",7
2020,6,"Kitsap, WA",2016
2019,3,"Franklin, WA",120
2023,7,"Harnett, NC",4
2022,3,"San Juan, WA",1
2022,1,"Stevens, WA",0
2023,8,"Autauga, AL",2
2018,8,"Hamilton, IN",1
2018,11,"Klickitat, WA",0
2021,1,"Benton, WA",0
2018,7,"Asotin, WA",19
2022,6,"Travis, TX",2
2021,9,"Wake, NC",1
2022,6,"Snohomish, WA",10879
2023,10,"Whitman, WA",277
2023,8,"Clark, NV",8
2021,4,"Moore, NC",1
2021,8,"Harris, TX",2
2023,4,"Washtenaw, MI",2
2018,12,"Clallam, WA",274
2022,11,"Asotin, WA",49
2021,3,"Nueces, TX",1
2019,5,"Shelby, TN",1
2023,4,"Mason, WA",10
2018,3,"Pacific, WA",0
2017,9,"Gwinnett, GA",1
2022,10,"Yavapai, AZ",1
2020,11,"Mercer, NJ",1
2023,2,"Allegheny, PA",1
2019,12,"Putnam, TN",1
2018,4,"Klickitat, WA",54
2019,4,"Shelby, TN",1
2019,4,"Monroe, IL",1
2017,12,"Collier, FL",1
2021,3,"Powhatan, VA",1
2024,1,"Whatcom, WA",4021
2020,9,"Mason, WA",291
2017,2,"Okaloosa, FL",1
2020,4,"Lake, CA",1
2022,10,"Thurston, WA",3576
2018,10,"Charleston, SC",1
2020,2,"Dallas, TX",1
2023,8,"Hawaii, HI",1
2022,8,"Galveston, TX",1
2021,4,"Kittitas, WA",0
2017,1,"Mason, WA",0
2019,12,"Moore, NC",1
2020,4,"Howard, MD",1
2021,6,"Camden, NJ",1
2022,1,"Rockdale, GA",1
2019,11,"Clallam, WA",1
2020,9,"Clark, NV",5
2019,5,"Kern, CA",1
2022,11,"Jackson, OK",1
2023,11,"Marion, IA",1
2020,8,"Ferry, WA",10
2020,1,"Putnam, TN",1
2018,10,"Clark, WA",1963
2023,7,"Whatcom, WA",3466
2018,7,"Chelan, WA",164
2021,1,"Snohomish, WA",1
2019,11,"Franklin, WA",0
2021,8,"Washington, OR",1
2018,1,"Maui, HI",1
2022,2,"Bartow, GA",1
2017,7,"Yakima, WA",111
2020,3,"Pacific, WA",63
2022,9,"Skamania, WA",136
2024,1,"Columbia, WA",12
2018,5,"Okaloosa, FL",1
2021,10,"Bexar, TX",7
2023,3,"Lewis, WA",5
2023,8,"Pacific, WA",5
2023,9,"Atlantic, NJ",1
2020,2,"Hillsborough, FL",1
2021,4,"Dallas, TX",1
2018,2,"Ada, ID",2
2021,12,"Orange, CA",7
2018,7,"Maui, HI",1
2023,1,"Parker, TX",1
2021,6,"Sumter, FL",1
2018,10,"Norfolk, MA",1
2023,9,"Essex, NJ",2
2019,2,"Clallam, WA",280
2018,7,"Alameda, CA",1
2020,1,"Polk, FL",1
2023,6,"Carroll, MD",1
2021,8,"Kitsap, WA",0
2021,2,"Franklin, WA",179
2018,8,"Contra Costa, CA",1
2017,6,"Montgomery, PA",1
2019,9,"Randolph, NC",1
2023,12,"Newport News, VA",1
2020,12,"New Haven, CT",2
2020,4,"Fulton, GA",3
2018,10,"Grays Harbor, WA",126
2020,11,"Ferry, WA",11
2021,12,"Chesapeake, VA",4
2019,8,"Flathead, MT",1
2022,2,"Kings, NY",1
2024,1,"Calvert, MD",2
2021,6,"Howard, IN",1
2019,7,"Ventura, CA",2
2021,3,"Columbia, WA",0
2023,10,"Currituck, NC",1
2017,2,"Clark, NV",4
2023,10,"Wilson, TX",1
2019,9,"Yakima, WA",225
2023,4,"Grant, WA",381
2017,6,"San Juan, WA",0
2023,9,"Plaquemines, LA",2
2019,8,"Walla Walla, WA",0
2020,7,"Skagit, WA",1
2018,12,"Duval, FL",3
2019,2,"Houston, GA",1
2023,11,"St. Louis, MO",1
2020,2,"Spokane, WA",1164
2022,5,"Pierce, WA",5
2022,9,"Bryan, GA",1
2022,11,"Contra Costa, CA",3
2018,4,"Canyon, ID",1
2023,6,"Shasta, CA",1
2021,9,"Howard, IN",1
2019,7,"Snohomish, WA",5171
2021,7,"Skamania, WA",87
2019,10,"Wahkiakum, WA",7
2020,6,"Alexandria, VA",2
2019,12,"Fresno, CA",1
2018,4,"Polk, FL",1
2018,3,"Madison, ID",1
2022,5,"Galveston, TX",1
2021,12,"Albemarle, VA",3
2022,7,"Harnett, NC",2
2021,1,"Pacific, WA",0
2019,5,"Flathead, MT",1
2019,1,"Island, WA",518
2017,7,"Chelan, WA",103
2022,4,"Kittitas, WA",314
2018,2,"Alameda, CA",1
2022,5,"Ada, ID",1
2023,12,"Saratoga, NY",2
2020,11,"Anchorage, AK",1
2020,11,"Placer, CA",2
2019,7,"Kalamazoo, MI",1
2024,2,"Yuba, CA",1
2018,7,"Eagle, CO",1
2023,2,"King, WA",498
2018,7,"Jefferson, WA",0
2023,2,"Whatcom, WA",44
2017,6,"Sacramento, CA",1
2017,3,"New London, CT",1
2023,10,"Charlottesville, VA",1
2022,4,"Benton, WA",1
2018,5,"Shelby, TN",1
2021,2,"Washington, MD",1
2022,2,"Jefferson, WA",595
2023,2,"Walla Walla, WA",3
2019,10,"District of Columbia, DC",2
2023,7,"Maui, HI",1
2021,2,"Oldham, KY",1
2020,1,"Yakima, WA",0
2018,4,"Kitsap, WA",1
2021,3,"Wahkiakum, WA",0
2020,10,"Leavenworth, KS",1
2023,8,"Travis, TX",1
2022,8,"Essex, NJ",2
2018,1,"Snohomish, WA",1
2023,12,"Virginia Beach, VA",1
2023,12,"Virginia Beach, VA",5
2020,3,"Anne Arundel, MD",2
2021,7,"Prince George's, MD",3
2017,4,"District of Columbia, DC",3
2020,12,"Boone, MO",1
2019,12,"Wilson, TX",1
